,Mô tả,text_cleaned
0,"bán nhà đường tân thái 5, quận sơn trà.+ vị trí: gần bãi tắm mân thái.+ dt đất: 75m² mặt tiền 5m x 15m.- đường 3,75m đã có quyết định lên đường 5,5m.- hướng nam.- vị trí: dân cư đông đúc, văn minh, an ninh, tiện ích xung quanh đa dạng: nhà hàng, siêu thị, khách sạn, trường học, đối diện công viên, thoáng mát, giao thông thuận lợi. gần đường trần duy chiến, lê văn thứ, đi 5 phút ra tới biển mân thái;- phù hợp: gia đình định cư, đầu tư sinh lời cao;- nhà gồm phòng khách rộng 3 phòng ngủ, phòng bếp. 2wc.- giá bán: 3,8 tỷ (thương lượng).------💥💥💥 liên hệ để xem và làm việc call/zalo: 0967💥16💥099o thiên ân 💥💥💥#sàn giao dịch bđs thiên ân holdings chuyên nhận ký gởi mua bán, cho thuê nhà, đất, căn hộ và khách sạn tp đà nẵng","bán nhà đường tân thái 5, quận sơn trà. vị trí gần bãi tắm mân thái. dt đất 75m2 mặt tiền 5m x 15m. đường 3,75m đã có quyết định lên đường 5,5m. hướng nam. vị trí dân cư đông đúc, văn minh, an ninh, tiện ích xung quanh đa dạng nhà hàng, siêu thị, khách sạn, trường học, đối diện công viên, thoáng mát, giao thông thuận lợi. gần đường trần duy chiến, lê văn thứ, đi 5 phút ra tới biển mân thái phù hợp gia đình định cư, đầu tư sinh lời cao nhà gồm phòng khách rộng 3 phòng ngủ, phòng bếp. 2wc. giá bán 3,8 tỷ (thương lượng). liên hệ để xem và làm việc call/zalo 0967 16 099o thiên ân sàn giao dịch bđs thiên ân holdings chuyên nhận ký gởi mua bán, cho thuê nhà, đất, căn hộ và khách sạn tp đà nẵng"
1,"bán lô đất đường tân thái 1, p. mân thái, q. sơn trà.- dt 95m² (4,5 x 21m).- đường 7m5, vỉa hè 4m5- thích hợp kinh doanh đa dạng, xây dựng căn hộ. khách sạn...- hướng tây bắc.- vị trí đắc địa, giao với 2 đường 10m5 và 40m, sát biển, gần ubnd phường, công an phường, gần sát chợ , trường học- giá 5 tỷ 2 có thương lượng-------💥💥💥 liên hệ để xem và làm việc call/zalo: o967💥16💥o99o lê ân 💥💥💥#sàn giao dịch bđs thiên ân holdings chuyên nhận ký gởi mua bán, cho thuê nhà, đất, căn hộ và khách sạn tp đà nẵng","bán lô đất đường tân thái 1, p. mân thái, q. sơn trà. dt 95m2 (4,5 x 21m). đường 7m5, vỉa hè 4m5 thích hợp kinh doanh đa dạng, xây dựng căn hộ. khách sạn... hướng tây bắc. vị trí đắc địa, giao với 2 đường 10m5 và 40m, sát biển, gần ubnd phường, công an phường, gần sát chợ , trường học giá 5 tỷ 2 có thương lượng liên hệ để xem và làm việc call/zalo o967 16 o99o lê ân sàn giao dịch bđs thiên ân holdings chuyên nhận ký gởi mua bán, cho thuê nhà, đất, căn hộ và khách sạn tp đà nẵng"
2,"bán nhà 4,5 tầng mặt tiền đường hàm nghi, vĩnh trung, thanh khê, đà nẵng.+ diện tích đất 58m2(4,2m x 14m)+ kết cấu 4,5 tầng xây  kiên cố.hiện trạng đang cho thuê thu nhập 28 triệu / tháng.+ vị trí: nằm trong khu phố điện tử và gần nguyễn văn linh, bệnh viện hoàn mỹ. gần sân bay quốc tế đà nẵng. khu vực sầm uất thuận tiện kinh doanh.+ giá bán : 14 tỷ (thương lượng)-------💥💥💥 liên hệ để xem và làm việc call/zalo: o967💥16💥o99o lê ân 💥💥💥#sàn giao dịch bđs thiên ân holdings chuyên nhận ký gởi mua bán, cho thuê nhà, đất, căn hộ và khách sạn tp đà nẵng","bán nhà 4,5 tầng mặt tiền đường hàm nghi, vĩnh trung, thanh khê, đà nẵng. diện tích đất 58m2 (4,2m x 14m) kết cấu 4,5 tầng xây kiên cố. hiện trạng đang cho thuê thu nhập 28 triệu / tháng. vị trí nằm trong khu phố điện tử và gần nguyễn văn linh, bệnh viện hoàn mỹ. gần sân bay quốc tế đà nẵng. khu vực sầm uất thuận tiện kinh doanh. giá bán 14 tỷ (thương lượng) liên hệ để xem và làm việc call/zalo o967 16 o99o lê ân sàn giao dịch bđs thiên ân holdings chuyên nhận ký gởi mua bán, cho thuê nhà, đất, căn hộ và khách sạn tp đà nẵng"
3,"toà nhà 4 tầng 6 căn hộ bên cạnh chợ hoà khánh, ngô thì nhậm . trung tâm quận liên chiểu.đt= 80m2 ngang 5m kẹp cốngthu nhập15tr/thánggiá bán: 4.xx tỷ☎️lh: mr. huy để xem và làm việc chính chủ 👉  hoặc truy cập zalo/facebook  số điện thoại trên để có thêm nhiều sản phẩm lựa chọn.  💥 chuyên nhận ký gửi mua bán nhà & đất 👉 đặc biệt: nhận tìm nhà đất và hỗ trợ pháp lý miễn phí cho khách hàng. 🥰 xin cảm ơn quý cô chú anh chị đã xem tin","toà nhà 4 tầng 6 căn hộ bên cạnh chợ hoà khánh, ngô thì nhậm . trung tâm quận liên chiểu. đt 80m2 ngang 5m kẹp cống thu nhập 15tr/tháng giá bán 4.xx tỷ lh mr. huy để xem và làm việc chính chủ hoặc truy cập zalo/facebook số điện thoại trên để có thêm nhiều sản phẩm lựa chọn. chuyên nhận ký gửi mua bán nhà đất đặc biệt nhận tìm nhà đất và hỗ trợ pháp lý miễn phí cho khách hàng. xin cảm ơn quý cô chú anh chị đã xem tin"
5,"bán nhà 3 tầng đường vũ quỳnh - thanh khê - đà nẵng- diện tích: 75m2- diện tích sàn 235m- đường: 5,5m, lề 3m- công năng: 3 tầng tân cổ điển full nội thất: 3 phòng ngủ: 4wc: 1 phòng giặt: 1 phòng thờ: 1 sân để xe , sân thượng nhìn view biển.- vị trí: gần biển, cách biển nguyễn tất thành vài bước chân. vị trí cực kỳ đắc địa sát cạnh ngã 4 giao với đường phùng hưng. khu vực dân cư đông đúc xung quanh toàn nhà cao tầng, khách sạn, nhà hàng...- giá: 5,25 tỷ lh:","bán nhà 3 tầng đường vũ quỳnh thanh khê đà nẵng diện tích 75m2 diện tích sàn 235m đường 5,5m, lề 3m công năng 3 tầng tân cổ điển full nội thất 3 phòng ngủ 4wc 1 phòng giặt 1 phòng thờ 1 sân để xe , sân thượng nhìn view biển. vị trí gần biển, cách biển nguyễn tất thành vài bước chân. vị trí cực kỳ đắc địa sát cạnh ngã 4 giao với đường phùng hưng. khu vực dân cư đông đúc xung quanh toàn nhà cao tầng, khách sạn, nhà hàng... giá 5,25 tỷ lh"
6,"bán lô đất đường 29/3 khu hàng dừa sát vòng xoay nguyễn phước lan giá tốt vị trí đẹp- khổ đường: 15m trục chính của khu vực đường thông.- diện tích: 118m2 (5x23.75m). hướng: tây bắc- hiện trạng: đất trống lô sạch đẹp, phù hợp xây căn hộ, văn phòng cty, ở kết hợp kinh doanh….- giá bán đến công chứng: 6.8 tỷ có thương lượng- - - - - - - - - - - - - - - - - - - - - - -- lh: call/zalobđs newlands chuyên nhà đất thổ cư đà nẵng- pkd1: 12 vũ văn dũng, sơn trà- pkd2: trục shophouse fpt, ngũ hành sơn.","bán lô đất đường 29/3 khu hàng dừa sát vòng xoay nguyễn phước lan giá tốt vị trí đẹp khổ đường 15m trục chính của khu vực đường thông. diện tích 118m2 (5 x 23.75m). hướng tây bắc hiện trạng đất trống lô sạch đẹp, phù hợp xây căn hộ, văn phòng cty, ở kết hợp kinh doanh.... giá bán đến công chứng 6.8 tỷ có thương lượng lh call/zalobđs newlands chuyên nhà đất thổ cư đà nẵng pkd1 12 vũ văn dũng, sơn trà pkd2 trục shophouse fpt, ngũ hành sơn."
7,"giảm 1 tỷ bán lô đất vị trí kinh doanh đẹp 189m2 mt phạm cự lượng đoạn giữa võ văn kiệt và nguyễn văn thoại, an hải đông, sơn trà- diện tích: 189m2 (ngang 8,4x22.5). hướng tây nam.- vị trí mt đường 7.5m phạm cự lượng đoạn kinh doanh sầm uất giữa võ văn kiệt và nguyễn văn thoại.- giá bán đến công chứng: 17tỷ có thương lượng (giá cũ 18 tỷ)liên hệ: zalo/callbđs newlands chuyên nhà đất thổ cư đà nẵng+ pkd1: 12 vũ văn dũng, sơn trà+ pkd2: trục shophouse kđt fpt nhs","giảm 1 tỷ bán lô đất vị trí kinh doanh đẹp 189m2 mt phạm cự lượng đoạn giữa võ văn kiệt và nguyễn văn thoại, an hải đông, sơn trà diện tích 189m2 (ngang 8,4 x 22.5). hướng tây nam. vị trí mt đường 7.5m phạm cự lượng đoạn kinh doanh sầm uất giữa võ văn kiệt và nguyễn văn thoại. giá bán đến công chứng 17tỷ có thương lượng (giá cũ 18 tỷ) liên hệ zalo/callbđs newlands chuyên nhà đất thổ cư đà nẵng pkd1 12 vũ văn dũng, sơn trà pkd2 trục shophouse kđt fpt nhs"
8,"cần bán lô đất biển đẹp kqh dân cư nhà máy cao su, đường khuê mỹ đông 14, khuê mỹ, nhs - dt: 115m2 (6x19.2) - hướng tây nam.- vị trí đẹp, đường khuê mỹ đông 14 - đường 7m5 lề 4m, con đường đẹp của khu quy hoạch, tập trung chủ yếu là các tòa nhà căn hộ cao cấp cho thuê. vị trí gần bãi biển, gàn công viên, gần sát bên tòa ks risemount và tòa căn hộ the sang đang xây dựng, tiện cho việc kinh doanh buôn bán.- phù hợp đầu tư, xây toà căn hộ, định cư...- giá bán đến công chứng 8,8 tỷ có thương lượng - lh: zalo/callbđs newlands chuyên nhà đất thổ cư đà nẵng.+ pkd1: 12 vũ văn dũng, sơn trà.+ pkd2: trục shophouse kđt fpt nhs","cần bán lô đất biển đẹp kqh dân cư nhà máy cao su, đường khuê mỹ đông 14, khuê mỹ, nhs dt 115m2 (6 x 19.2) hướng tây nam. vị trí đẹp, đường khuê mỹ đông 14 đường 7m5 lề 4m, con đường đẹp của khu quy hoạch, tập trung chủ yếu là các tòa nhà căn hộ cao cấp cho thuê. vị trí gần bãi biển, gàn công viên, gần sát bên tòa ks risemount và tòa căn hộ the sang đang xây dựng, tiện cho việc kinh doanh buôn bán. phù hợp đầu tư, xây toà căn hộ, định cư... giá bán đến công chứng 8,8 tỷ có thương lượng lh zalo/callbđs newlands chuyên nhà đất thổ cư đà nẵng. pkd1 12 vũ văn dũng, sơn trà. pkd2 trục shophouse kđt fpt nhs"
9,"bán đất đường phước hòa 3, phường khuê trung, quận cẩm lệ, đà nẵng.vị trí gần đường ông ích đường, gần quận cẩm lệ.diện tích 75m², ngang 5x15m.hướng tây bắc.đường 5m5, lề 3m.gía bán 2ty750lh triều xem đất:- nhận ký gửi nhà đất đà nẵng- ac có nhà đất bán gửi mr triều với nha","bán đất đường phước hòa 3, phường khuê trung, quận cẩm lệ, đà nẵng. vị trí gần đường ông ích đường, gần quận cẩm lệ. diện tích 75m2, ngang 5 x 15m. hướng tây bắc. đường 5m5, lề 3m. gía bán 2ty750 lh triều xem đất nhận ký gửi nhà đất đà nẵng ac có nhà đất bán gửi mr triều với nha"
10,"bán nhà 2 tầng k432 ông ích khiêm, vĩnh trung , thanh khê- dt 52 m2 ( ngang 4m ) --- dts : 100m2 - hướng chính đông.  kiệt thông hơn 2m, gần đường chính tầm 40m - công năng nhà 2 tầng: 3pn, 2wc, bếp, pk, sân để xe, sân phơi... giếng trời thoáng mát - vị trí trung tâm thành phố. ngay big c , chợ cồn, các trường học trung tâm, bv đa khoa thành phố...!- giá bán: 2,55 tỷ  ( thương lượng chính chủ )liên hệ tân 0896-4321-66bất động sản an gia đà thànhđc: 115 an dương vương, ngũ hành sơn","bán nhà 2 tầng k432 ông ích khiêm, vĩnh trung , thanh khê dt 52 m2 ( ngang 4m ) dts 100m2 hướng chính đông. kiệt thông hơn 2m, gần đường chính tầm 40m công năng nhà 2 tầng 3pn, 2wc, bếp, pk, sân để xe, sân phơi... giếng trời thoáng mát vị trí trung tâm thành phố. ngay big c , chợ cồn, các trường học trung tâm, bv đa khoa thành phố... giá bán 2,55 tỷ ( thương lượng chính chủ ) liên hệ tân 0896 4321 66bất động sản an gia đà thànhđc 115 an dương vương, ngũ hành sơn"
