,Unnamed: 0,Mô tả,text_cleaned
0,0,bán nhà 2 tầng đường an cư 7.gần biển sơn trà tp đà nẵng giá chỉ còn 6 tỷ+đường 5m5 vỉa hè 3 m.nằm trong khu vực víp. toàn căn hộ.nhà hàng. khách sạn...+vị trí trung gần các trường học.chợ lớn. cách biển chỉ vài bước chân đi bộ.cách quận hải châu chỉ một cây cầu bắt ngang sông hàn. giá vỡ nợ.đầu tư lời ngay.+liên hệ em bình. xem và thương lượng trực tiếp với chủ.,bán nhà 2 tầng đường an cư 7. gần biển sơn trà tp đà nẵng giá chỉ còn 6 tỷ đường 5m5 vỉa hè 3 m. nằm trong khu vực víp. toàn căn hộ. nhà hàng. khách sạn... vị trí trung gần các trường học. chợ lớn. cách biển chỉ vài bước chân đi bộ. cách quận hải châu chỉ một cây cầu bắt ngang sông hàn. giá vỡ nợ. đầu tư lời ngay. liên hệ em bình. xem và thương lượng trực tiếp với chủ.
1,1,"bán toà căn hộ 110m2.thiết kế 6 tầng có 18 phòng. kinh doanh thu nhập ổn định. 90tr/ tháng mà giá bán chỉ có 15 ,5 tỷ.+ vị trí trung tâm.đường dương đình nghệ. quận sơn trà tp đà nẵng.+lh em bình xem và thương lượng trực tiếp với chủ","bán toà căn hộ 110m2. thiết kế 6 tầng có 18 phòng. kinh doanh thu nhập ổn định. 90tr/ tháng mà giá bán chỉ có 15,5 tỷ. vị trí trung tâm. đường dương đình nghệ. quận sơn trà tp đà nẵng. lh em bình xem và thương lượng trực tiếp với chủ"
2,2,chính chủ cần bán căn nhà mê lửng đúc kiệt đối diện trường cấp 2 lê độ sát bên khu công nghiệp ngô quyềnbán có : 2tỷ100 diện tích : 68m2 hướng tây bắc  lh. em bình.xem và thương lượng trực tiếp với chủ.,chính chủ cần bán căn nhà mê lửng đúc kiệt đối diện trường cấp 2 lê độ sát bên khu công nghiệp ngô quyền bán có 2tỷ100 diện tích 68m2 hướng tây bắc lh. em bình. x em và thương lượng trực tiếp với chủ.
3,3,"bán nhà sát biển sơn trà đà nẵng 👏nhà 3 tầng 5 ngủ đầy đủ tiện nghi 👏s: 80m2 ngang 5m kẹp cống 3 thoáng ☑️vị trí: trung tâm của quận sơn trà tp đà nẵng. ngày công viên hồ nghinh , 100 m ra võ nguyên giáp +giá: nhỉnh nhẹ 7 tỷ thương lượng mạnh.+chủ xây tâm huyết thiết kế hiện đại nhà còn rất mới mua về ở ngay  +lh em bình xem và thương lượng trực tiếp với chủ","bán nhà sát biển sơn trà đà nẵng nhà 3 tầng 5 ngủ đầy đủ tiện nghi s 80m2 ngang 5m kẹp cống 3 thoáng vị trí trung tâm của quận sơn trà tp đà nẵng. ngày công viên hồ nghinh , 100 m ra võ nguyên giáp giá nhỉnh nhẹ 7 tỷ thương lượng mạnh. chủ xây tâm huyết thiết kế hiện đại nhà còn rất mới mua về ở ngay lh em bình xem và thương lượng trực tiếp với chủ"
4,4,chính chủ gửi bán căn nhà cấp 4.mặt tiền kinh doanh đường nhựa an hải bắc.gần đường khúc hạo. và đương thế lữ quận sơn trà tp đà nẵng+vị trí trung tâm.gần trường học. cấp 1. cấp 2. cấp 3. gần chợ.chỉ mất 2 phút xe máy đến biển mỹ khê.+cách quận thanh khê và hải châu chỉ một cây cầu bắt ngang sông hàn.+chủ rất cần tiền hạ chào bán gấp giá chỉ còn 2 tỷ 200 triệu. rẻ hơn đất kiệt+lh em bình xem và thương lượng trực tiếp với chủ.,chính chủ gửi bán căn nhà cấp 4. mặt tiền kinh doanh đường nhựa an hải bắc. gần đường khúc hạo. và đương thế lữ quận sơn trà tp đà nẵng vị trí trung tâm. gần trường học. cấp 1. cấp 2. cấp 3. gần chợ. chỉ mất 2 phút xe máy đến biển mỹ khê. cách quận thanh khê và hải châu chỉ một cây cầu bắt ngang sông hàn. chủ rất cần tiền hạ chào bán gấp giá chỉ còn 2 tỷ 200 triệu. rẻ hơn đất kiệt lh em bình xem và thương lượng trực tiếp với chủ.
5,5,"bán nhà  𝟑 𝐓𝐚̂̀𝐧𝐠 𝟑 𝐌𝐞̂ 𝟐 𝐦𝐚̣̆𝐭 𝐤𝐢𝐞̣̂𝐭 kiệt 3,5m phạm văn nghị, đà nẵng.✨ diện tích 𝐂𝐚̆𝐧 𝟏 : 55m2 ngang 4mét                       𝐂𝐚̆𝐧 𝟐 : 60m2 ngang 4mét -  hướng : tây bắc 𝗞𝗶𝗲̣̂𝘁 𝘁𝗿𝘂̛𝗼̛́𝗰 𝗻𝗵𝗮̀ 𝟯,5𝗺 xe tải vào tận cửa, cách đường  chính 100 mét,xóm dân trí cao,sạch sẽ!gần sân bay,  trường đại học duy tân, bệnh viện hoàn mỹ, trường mầm non và chợ nhà 3 phòng ngủ có tolet khép kín trong phòngwc4 nhà vệ sinh, phòng thờ và sân phơi rộng rãi bảo hành toàn bộ nhà 3-5 năm giá : 3900 có thương lượng ! khách thích lựa căn nào cũng được ạh","bán nhà 3 tầng 3 mê 2 mặt kiệt kiệt 3,5m phạm văn nghị, đà nẵng. diện tích căn 1 55m2 ngang 4mét căn 2 60m2 ngang 4mét hướng tây bắc kiệt trước nhà 3,5m xe tải vào tận cửa, cách đường chính 100 mét, xóm dân trí cao, sạch sẽ gần sân bay, trường đại học duy tân, bệnh viện hoàn mỹ, trường mầm non và chợ nhà 3 phòng ngủ có tolet khép kín trong phòng wc 4 nhà vệ sinh, phòng thờ và sân phơi rộng rãi bảo hành toàn bộ nhà 3 5 năm giá 3900 có thương lượng khách thích lựa căn nào cũng được ạh"
6,6,"bán nhà 3 tầng 3 mê kiệt ô tô 99 thái thị bôi - thanh khê. đà nẵng- kiệt 4.5m cách đường 70m. ô tô vào tới nhà- dt : 50m2 (5.2 x 9.55m)- dt sd: 150m2👉 𝑯𝒖̛𝒐̛́𝒏𝒈 : nam ( thoáng mát )👉 𝑽𝒊̣ 𝒕𝒓𝒊́ : trung tâm gần các trường đại học lớn, bệnh viện …👉 𝑪𝒐̂𝒏𝒈 𝒏𝒂̆𝒏𝒈 : tầng 1 : phòng khách, phòng ngủ bếp, wc, sân để xetầng 2 : 2 phòng ngủ, wc riêng mỗi phòng tầng 3 : 1 phòng ngủ, phòng thờ, phòng phơi đồ riêng biệt👉 𝑮𝒊𝒂́ 𝒃𝒂́𝒏 : 3 tỷ550","bán nhà 3 tầng 3 mê kiệt ô tô 99 thái thị bôi thanh khê. đà nẵng kiệt 4.5m cách đường 70m. ô tô vào tới nhà dt 50m2 (5.2 x 9.55m) dt sd 150m2 hướng nam ( thoáng mát ) vị trí trung tâm gần các trường đại học lớn, bệnh viện ... công năng tầng 1 phòng khách, phòng ngủ bếp, wc, sân để xe tầng 2 2 phòng ngủ, wc riêng mỗi phòng tầng 3 1 phòng ngủ, phòng thờ, phòng phơi đồ riêng biệt giá bán 3 tỷ550"
7,7,"⛲️𝐂𝐡𝐮𝐲𝐞̂̉𝐧 𝐧𝐡𝐮̛𝐨̛̣𝐧𝐠 𝟐 𝐥𝐨̂ đ𝐚̂́𝐭 𝐛𝐢𝐞̂̉𝐧 𝐥𝐨̛́𝐧 𝐧𝐠𝐚𝐲 biển nguyễn tất thành - 𝐋𝐢𝐞̂𝐧 𝐂𝐡𝐢𝐞̂̉𝐮 📕 𝟏/ 𝐋𝐨̂  𝟏𝟑𝟎𝟎𝐦𝟐 - 𝐬𝐨̂̉ đ𝐨̉ 𝐟𝐮𝐥𝐥 𝐎𝐃𝐓 - 𝐜𝐡𝐨 𝐱𝐚̂𝐲 𝐜𝐚𝐨 𝐭𝐚̂̀𝐧𝐠 - đ𝐮̛𝐨̛̀𝐧𝐠 𝐛𝐢𝐞̂̉𝐧 𝐍𝐠𝐮𝐲𝐞̂̃𝐧 𝐓𝐚̂́𝐭 𝐓𝐡𝐚̀𝐧𝐡. giá trao đổi trực tiếp📕 𝟐/ 𝐋𝐨̂ 5𝟎𝟎𝐦𝟐 - 𝐟𝐮𝐥𝐥 𝐎𝐃𝐓 - 𝐜𝐡𝐨 x𝐚̂𝐲 𝐜𝐚𝐨 𝐭𝐚̂̀𝐧𝐠- 𝐜𝐚́𝐜𝐡 𝐛𝐢𝐞̂̉𝐧 𝐍𝐠𝐮𝐲𝐞̂̃𝐧 𝐓𝐚̂́𝐭 𝐓𝐡𝐚̀𝐧𝐡 𝟖𝟎𝟎𝐦, đường 17m5 .giá 4xtr/m2📲 𝐏𝐡𝐨𝐧𝐞/𝐭𝐞𝐥𝐞: 𝐐𝐮𝐨̂́𝐜 𝐁𝐚̉𝐨 𝐋𝐮𝐱𝐮𝐫𝐲 ( hình ảnh minh họa)","chuyển nhượng 2 lô đất biển lớn ngay biển nguyễn tất thành liên chiểu 1/ lô 1300m2 sổ đỏ full odt cho xây cao tầng đường biển nguyễn tất thành. giá trao đổi trực tiếp 2/ lô 500m2 full odt cho xây cao tầng cách biển nguyễn tất thành 800m, đường 17m5 .giá 4 x tr/m2 phone/tele quốc bảo lu x ury ( hình ảnh minh họa)"
8,8,"dt: 6x25m 150m2- đường 7m5 ( 15m5 cả lề)- hướng đông nam ( cả khu duy nhất có 1 lô hướng này bán rẻ)- dân cư đông đúc, gần biển, gần cơ quan hành chính, gần tỉnh lộ, gần các trường học, đại học và các bệnh viện lớn…- sổ đỏ sẵn, mua bán đến công chứng. cảm ơn!cần bán gấp giá có thể thương lượng","dt 6 x 25m 150m2 đường 7m5 ( 15m5 cả lề) hướng đông nam ( cả khu duy nhất có 1 lô hướng này bán rẻ) dân cư đông đúc, gần biển, gần cơ quan hành chính, gần tỉnh lộ, gần các trường học, đại học và các bệnh viện lớn... sổ đỏ sẵn, mua bán đến công chứng. cảm ơn cần bán gấp giá có thể thương lượng"
9,9,"chính chủ - lô đất khu b phương trang - nằm ngay trục 60m nguyễn sinh sắc nối ra biển nguyễn tất thành đà nẵngcách biển 500mtrung tâm quận liên chiểu, khu đông đúc, sầm uấtthích hợp mua để ở và kết hợp kinh doanh: như apartment, nhà hàng...- dt: 150m2, bề ngang đẹp 6m sâu 25,1m- đường 16m5, hòa minh 27, hướng đông nam, cực kì hiếm- giá bán sập bank bán nhanh : 4ty8 ( 36tr/m2) hiện tại thị trường đang bán 43-44tr/m2 hướng đông namnay kẹt bán nhanh rẻ, xin đừng mặc cả nhiều, chỉ tl nhẹ cho người thiện chí- sổ có sẵn, công chứng 3-7 ngày sau cọc. cám ơn","chính chủ lô đất khu b phương trang nằm ngay trục 60m nguyễn sinh sắc nối ra biển nguyễn tất thành đà nẵng cách biển 500m trung tâm quận liên chiểu, khu đông đúc, sầm uất thích hợp mua để ở và kết hợp kinh doanh như apartment, nhà hàng... dt 150m2, bề ngang đẹp 6m sâu 25,1m đường 16m5, hòa minh 27, hướng đông nam, cực kì hiếm giá bán sập bank bán nhanh 4ty8 ( 36tr/m2) hiện tại thị trường đang bán 43 44tr/m2 hướng đông nam nay kẹt bán nhanh rẻ, xin đừng mặc cả nhiều, chỉ tl nhẹ cho người thiện chí sổ có sẵn, công chứng 3 7 ngày sau cọc. cám ơn"
