,Mô tả,text_cleaned
0,"- cần tiền bán nhanh lô mt lê văn hiến:- đường rộng 48m, 2 làn, lề 5m.- hướng: đông bắc.- diện tích: 320m² ngang 9,05m.- địa chỉ 41x lê văn hiến, gần bãi tắm sơn thủy.- giao thông thuận lợi, mặt tiền đường lớn thích hợp kinh doanh - buôn bán, cho thuê, xây dựng tòa văn phòng - căn hộ cho thuê, khách sạn.- nằm trên trục chính đi đà nẵng - hội an.- gần trường học cấp 1,2,3, công viên, bệnh viện, bãi tắm biển sơn thủy, casino crown, tttm vmall.- thuộc khu trung tâm hành chính quận nhs.- liên hệ mr an để xem đất","cần tiền bán nhanh lô mt lê văn hiến đường rộng 48m, 2 làn, lề 5m. hướng đông bắc. diện tích 320m2 ngang 9,05m. địa chỉ 41x lê văn hiến, gần bãi tắm sơn thủy. giao thông thuận lợi, mặt tiền đường lớn thích hợp kinh doanh buôn bán, cho thuê, xây dựng tòa văn phòng căn hộ cho thuê, khách sạn. nằm trên trục chính đi đà nẵng hội an. gần trường học cấp 1,2,3, công viên, bệnh viện, bãi tắm biển sơn thủy, casino crown, tttm vmall. thuộc khu trung tâm hành chính quận nhs. liên hệ mr an để xem đất"
1,"- bán lô góc đường 7m5 dương loan & đoàn ngọc nhạc,hòa xuân- diện tích đất: 159.6 m2- ngang: 8.25m x dài: 20m- hướng: tây (mặt chính) và bắc- lô góc, đường 7.50m và 5.50mvị trí đắc địa gồm các tiện ích:- gần sân động hoà xuân- gần trường học cấp 1, 2 & 3, rất thuận tiện cho gia đình có con trong độ tuổi đi học- giá bán : 5 tỷ 7- liên hệ mr an để xem đất","bán lô góc đường 7m5 dương loan đoàn ngọc nhạc,hòa xuân diện tích đất 159.6 m2 ngang 8.25m x dài 20m hướng tây (mặt chính) và bắc lô góc, đường 7.50m và 5.50mvị trí đắc địa gồm các tiện ích gần sân động hoà xuân gần trường học cấp 1, 2 3, rất thuận tiện cho gia đình có con trong độ tuổi đi học giá bán 5 tỷ 7 liên hệ mr an để xem đất"
2,"- bán đất biệt thự đường nguyễn đình thi,hòa xuân,cẩm lệ- diện tích đất : 525m2 ( ngang 15m x dài 35m )- hướng tây bắc- lô đất view sau nhà nhìn sông cực đẹp- khu dân cư đông- giá bán : 19 tỷ - rẻ nhất khu vực- liên hệ mr an để xem đất","bán đất biệt thự đường nguyễn đình thi,hòa xuân,cẩm lệ diện tích đất 525m2 ( ngang 15m x dài 35m ) hướng tây bắc lô đất view sau nhà nhìn sông cực đẹp khu dân cư đông giá bán 19 tỷ rẻ nhất khu vực liên hệ mr an để xem đất"
3,"✅nhà 2 tầng đẹp khu vực thọ quang - sơn trà.📐dt: 68m2🛣đường: 5m5✅hướng: tây✅công năng: 3pn, 2wc, phòng khách, phòng thờ…✅khu vực: an ninh tốt, khu vực dân văn hoá cao, gần trường học cấp 1, cấp 2. cách ubnd phường thọ quang 500m, xung quanh có nhiều tiện ích như tạp hoá, siêu thị, chợ, làm đẹp….💰giá: 3ty8 tl📲lh: mr vũ💐cảm ơn quý khách đã xem tin này💐💥nhận ký gởi nhà đất - an phát💥","nhà 2 tầng đẹp khu vực thọ quang sơn trà. dt 68m2 đường 5m5 hướng tây công năng 3pn, 2wc, phòng khách, phòng thờ... khu vực an ninh tốt, khu vực dân văn hoá cao, gần trường học cấp 1, cấp 2. cách ubnd phường thọ quang 500m, xung quanh có nhiều tiện ích như tạp hoá, siêu thị, chợ, làm đẹp.... giá 3ty8 tl lh mr vũ cảm ơn quý khách đã xem tin này nhận ký gởi nhà đất an phát"
4,"💥bán đất đầu tuyến sơn trà - thọ quang💥📐dt: 90m2✅đường: 5m5 lề 3m✅vị trí: khu vực dân cư thân thiện, không khí trong lành mát mẻ, cách biển 300m, cách chợ và uỷ ban phường 1 phút đi xe, khu vực có nhiều trường học…💰giá: 3ty350 thương lượng.📲lh: mr vũ để được tư vấn thêm về thông tin sản phẩm.💐cảm ơn quý khách đã đọc tin này💐💥nhận ký gởi mua bán cho thuê nhà và đất💥","bán đất đầu tuyến sơn trà thọ quang dt 90m2 đường 5m5 lề 3m vị trí khu vực dân cư thân thiện, không khí trong lành mát mẻ, cách biển 300m, cách chợ và uỷ ban phường 1 phút đi xe, khu vực có nhiều trường học... giá 3ty350 thương lượng. lh mr vũ để được tư vấn thêm về thông tin sản phẩm. cảm ơn quý khách đã đọc tin này nhận ký gởi mua bán cho thuê nhà và đất"
5,"💥bán đất biệt thự khúc thừa dụ - khu mega - sơn trà - đà nẵng.- diện tích 150m.- hướng: đông nam- đường 10,5m, lề mỗi bên 7,5m.- vị trí sát ngô thì hiệu, ngay bờ sông hàn thơ mộng.- nằm trong khu phức hợp đô ythị, thương mại dịch vụ cao tầng, khu tập trung nhiều biệt thự, villa, dân trí cao rất thích hợp để đầu tư, mở công ty hoặc xây dựng bđs nghỉ dưỡng.giá 5tỷ490 thương lượng chính chủ.","bán đất biệt thự khúc thừa dụ khu mega sơn trà đà nẵng. diện tích 150m. hướng đông nam đường 10,5m, lề mỗi bên 7,5m. vị trí sát ngô thì hiệu, ngay bờ sông hàn thơ mộng. nằm trong khu phức hợp đô ythị, thương mại dịch vụ cao tầng, khu tập trung nhiều biệt thự, villa, dân trí cao rất thích hợp để đầu tư, mở công ty hoặc xây dựng bđs nghỉ dưỡng.giá 5tỷ490 thương lượng chính chủ."
6,"💥bán lô đất giá rẻ bất ngờ khu hà kỳ ngộ sơn trà💥📐diện tích: 90m2 ngang 5m🛣đường: 5m5 lề 3m✅vị trí: khu dân sinh thân thiện, gần uỷ ban phường mân thái, cách bãi tắm mân thái 400m, xung quanh có nhiều trường học các cấp, cách chợ mân thái 500m, bán kính 1km nhiều tiện ích…💰giá: 4tỷ thương lượng.📲lh: mr vũ💐cảm ơn quý khách đã đọc tin này💐💥nhận ký gởi mua bán - cho thuê nhà đất💥","bán lô đất giá rẻ bất ngờ khu hà kỳ ngộ sơn trà diện tích 90m2 ngang 5m đường 5m5 lề 3m vị trí khu dân sinh thân thiện, gần uỷ ban phường mân thái, cách bãi tắm mân thái 400m, xung quanh có nhiều trường học các cấp, cách chợ mân thái 500m, bán kính 1km nhiều tiện ích... giá 4tỷ thương lượng. lh mr vũ cảm ơn quý khách đã đọc tin này nhận ký gởi mua bán cho thuê nhà đất"
7,"cần bán đất đẹp mt đường bùi huy bích, sơn trà. khu vực sầm uất dân cư đông đúc, thích hợp định cư lâu dài. vị trí gần sông hàn, ngay trung tâm đi lại thuận tiện, gần trường học, siêu thị,... bán kính 100m tiện ích đầy đủ. đất trống sạch đẹp tiện xây mới căn hộ cho thuê giá cao hoặc định cư lâu dài, an nhàn ổn định.- diện tích đất 75m² (5x15m).- hướng đông nam- đường rộng 5m5 lề 3m.- giá bán 3.1 tỷ thương lượng khách thiện chí.","cần bán đất đẹp mt đường bùi huy bích, sơn trà. khu vực sầm uất dân cư đông đúc, thích hợp định cư lâu dài. vị trí gần sông hàn, ngay trung tâm đi lại thuận tiện, gần trường học, siêu thị,... bán kính 100m tiện ích đầy đủ. đất trống sạch đẹp tiện xây mới căn hộ cho thuê giá cao hoặc định cư lâu dài, an nhàn ổn định. diện tích đất 75m2 (5 x 15m). hướng đông nam đường rộng 5m5 lề 3m. giá bán 3.1 tỷ thương lượng khách thiện chí."
8,"💥bán nhà gác đúc có sẵn dãy trọ 5 phòng đang full💥📐diện tích: 120m2 ngang 5,5m🛣đường: bê tông 5m✅vị trí: kiệt thông ra đường ngô quyền, gần chợ, gần trường học, xung quanh có nhiều tiện ích…💰giá: 2tỷ750 thương lượng📲lh: vũ","bán nhà gác đúc có sẵn dãy trọ 5 phòng đang full diện tích 120m2 ngang 5,5m đường bê tông 5m vị trí kiệt thông ra đường ngô quyền, gần chợ, gần trường học, xung quanh có nhiều tiện ích... giá 2tỷ750 thương lượng lh vũ"
9,"💥🍀💥bán nhà mới  3 tầng 3 mê đúc  đường đoàn nhữ hài, sát trường c2 huỳnh thúc kháng, c1 huỳnh ngọc huệ- thông 160 hà huy tập & cù chính lan- đường nhựa 5m5 có lề  thông thoáng .- diện tích 80m (4*20)- hướng đông bắc, khu dân trí cao đông dân- 3 ngủ (có ngủ dưới) 3wc, 1 sân ô tô, 1 sân chill- tặng nội thất đẹp sang trọng vô ở liềnchính chủ bán có hổ trợ trả góp 25 năm👉 giá bán : 5 tỷ 800 ( thương lượng ) liên hệ thịnh để xem nhà làm việc.","bán nhà mới 3 tầng 3 mê đúc đường đoàn nhữ hài, sát trường c2 huỳnh thúc kháng, c1 huỳnh ngọc huệ thông 160 hà huy tập cù chính lan đường nhựa 5m5 có lề thông thoáng . diện tích 80m (4 * 20) hướng đông bắc, khu dân trí cao đông dân 3 ngủ (có ngủ dưới) 3wc, 1 sân ô tô, 1 sân chill tặng nội thất đẹp sang trọng vô ở liềnchính chủ bán có hổ trợ trả góp 25 năm giá bán 5 tỷ 800 ( thương lượng ) liên hệ thịnh để xem nhà làm việc."
